time,pos,cur,cmd_pos,cmd_cur
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,336,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,336,512,512
0.0,254,336,512,512
0.0,254,336,512,512
0.0,254,336,512,512
0.0,254,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.0,253,335,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,335,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,335,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,335,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,253,336,512,512
0.016026020050048828,252,336,512,512
0.016026020050048828,252,336,512,512
0.016026020050048828,252,336,512,512
0.016026020050048828,252,336,512,512
0.016026020050048828,252,336,512,512
0.016026020050048828,252,335,512,512
0.016026020050048828,252,336,512,512
0.031805992126464844,252,336,512,512
0.031805992126464844,252,336,512,512
0.031805992126464844,252,336,512,512
0.031805992126464844,252,336,512,512
0.031805992126464844,252,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,335,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.031805992126464844,251,336,512,512
0.04786062240600586,251,336,512,512
0.0487828254699707,251,336,512,512
0.049393415451049805,251,336,512,512
0.049393415451049805,251,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,337,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,337,512,512
0.049393415451049805,250,337,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.049393415451049805,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,337,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,337,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,250,336,512,512
0.06351685523986816,251,336,512,512
0.06351685523986816,251,337,512,512
0.06351685523986816,251,337,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,337,512,512
0.07930588722229004,251,337,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,251,337,512,512
0.07930588722229004,251,336,512,512
0.07930588722229004,252,336,512,512
0.07930588722229004,252,337,512,512
0.07930588722229004,252,337,512,512
0.07930588722229004,252,337,512,512
0.07930588722229004,252,336,512,512
0.07930588722229004,252,336,512,512
0.07930588722229004,252,336,512,512
0.07930588722229004,252,336,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,336,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,252,337,512,512
0.09506535530090332,253,336,512,512
0.09506535530090332,253,337,512,512
0.09506535530090332,253,337,512,512
0.09506535530090332,253,336,512,512
0.1108083724975586,253,336,512,512
0.1108083724975586,253,336,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,253,336,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,252,336,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,253,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,252,337,512,512
0.1108083724975586,252,337,512,512
0.12651872634887695,252,337,512,512
0.12651872634887695,252,337,512,512
0.12651872634887695,252,336,512,512
0.12651872634887695,252,336,512,512
0.12651872634887695,252,336,512,512
0.12651872634887695,252,336,512,512
0.12651872634887695,252,337,512,512
0.12651872634887695,252,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,336,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,337,512,512
0.12651872634887695,251,336,512,512
0.12651872634887695,251,336,512,512
0.1424252986907959,251,337,512,512
0.14411568641662598,251,336,512,512
0.14411568641662598,251,337,512,512
0.14411568641662598,251,337,512,512
0.14570093154907227,251,337,512,512
0.14725518226623535,251,337,512,512
0.14725518226623535,251,336,512,512
0.14882159233093262,251,337,512,512
0.14882159233093262,251,336,512,512
0.15039849281311035,251,337,512,512
0.15039849281311035,251,337,512,512
0.15039849281311035,251,337,512,512
0.15039849281311035,250,337,512,512
0.15039849281311035,250,337,512,512
0.15039849281311035,250,337,512,512
0.15039849281311035,250,337,512,512
0.15039849281311035,250,337,512,512
0.15039849281311035,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,250,338,512,512
0.1584029197692871,250,338,512,512
0.1584029197692871,250,337,512,512
0.1584029197692871,251,337,512,512
