k,time_s,pwmVal,position,courant,positionRef,courantRef,positionReel,courantReel
88,0.176000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
89,0.178000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
90,0.180000,50,28756,44545,24864.370722,24867.595662,3891.629278,19677.404338
91,0.182000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
92,0.184000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
93,0.186000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
94,0.188000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
95,0.190000,50,28756,44545,24864.370722,24867.595662,3891.629278,19677.404338
96,0.192000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
97,0.194000,50,1,29012,24864.370722,24867.595662,-24863.370722,4144.404338
98,0.196000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
99,0.198000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
100,0.200000,50,29012,44289,24864.370722,24867.595662,4147.629278,19421.404338
101,0.202000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
102,0.204000,50,1,29012,24864.370722,24867.595662,-24863.370722,4144.404338
103,0.206000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
104,0.208000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
105,0.210000,50,29012,44545,24864.370722,24867.595662,4147.629278,19677.404338
106,0.212000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
107,0.214000,50,1,29012,24864.370722,24867.595662,-24863.370722,4144.404338
108,0.216000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
109,0.218000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
110,0.220000,50,29012,44545,24864.370722,24867.595662,4147.629278,19677.404338
111,0.222000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
112,0.224000,50,1,29012,24864.370722,24867.595662,-24863.370722,4144.404338
113,0.226000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
114,0.228000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
115,0.230000,50,29012,44545,24864.370722,24867.595662,4147.629278,19677.404338
116,0.232000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
117,0.234000,50,1,29012,24864.370722,24867.595662,-24863.370722,4144.404338
118,0.236000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
119,0.238000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
120,0.240000,50,29012,44545,24864.370722,24867.595662,4147.629278,19677.404338
121,0.242000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
122,0.244000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
123,0.246000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
124,0.248000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
125,0.250000,50,28756,44289,24864.370722,24867.595662,3891.629278,19421.404338
126,0.252000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
127,0.254000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
128,0.256000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
129,0.258000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
130,0.260000,50,28756,44289,24864.370722,24867.595662,3891.629278,19421.404338
131,0.262000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
132,0.264000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
133,0.266000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
134,0.268000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
135,0.270000,50,28756,44545,24864.370722,24867.595662,3891.629278,19677.404338
136,0.272000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
137,0.274000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
138,0.276000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
139,0.278000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
140,0.280000,50,28756,44545,24864.370722,24867.595662,3891.629278,19677.404338
141,0.282000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
142,0.284000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
143,0.286000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
144,0.288000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
145,0.290000,50,28756,44801,24864.370722,24867.595662,3891.629278,19933.404338
146,0.292000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
147,0.294000,50,1,28756,24864.370722,24867.595662,-24863.370722,3888.404338
148,0.296000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
149,0.298000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
150,0.300000,50,28500,44801,24864.370722,24867.595662,3635.629278,19933.404338
151,0.302000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
152,0.304000,50,1,28500,24864.370722,24867.595662,-24863.370722,3632.404338
153,0.306000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
154,0.308000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
155,0.310000,50,28500,44545,24864.370722,24867.595662,3635.629278,19677.404338
156,0.312000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
157,0.314000,50,1,28500,24864.370722,24867.595662,-24863.370722,3632.404338
158,0.316000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
159,0.318000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
160,0.320000,50,28500,44545,24864.370722,24867.595662,3635.629278,19677.404338
161,0.322000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
162,0.324000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
163,0.326000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
164,0.328000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
165,0.330000,50,28244,44545,24864.370722,24867.595662,3379.629278,19677.404338
166,0.332000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
167,0.334000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
168,0.336000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
169,0.338000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
170,0.340000,50,28244,44289,24864.370722,24867.595662,3379.629278,19421.404338
171,0.342000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
172,0.344000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
173,0.346000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
174,0.348000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
175,0.350000,50,27988,44289,24864.370722,24867.595662,3123.629278,19421.404338
176,0.352000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
177,0.354000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
178,0.356000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
179,0.358000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
180,0.360000,50,27988,44545,24864.370722,24867.595662,3123.629278,19677.404338
181,0.362000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
182,0.364000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
183,0.366000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
184,0.368000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
185,0.370000,50,27732,44545,24864.370722,24867.595662,2867.629278,19677.404338
186,0.372000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
187,0.374000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
188,0.376000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
189,0.378000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
190,0.380000,50,27732,44801,24864.370722,24867.595662,2867.629278,19933.404338
191,0.382000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
192,0.384000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
193,0.386000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
194,0.388000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
195,0.390000,50,27732,44801,24864.370722,24867.595662,2867.629278,19933.404338
196,0.392000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
197,0.394000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
198,0.396000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
199,0.398000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
200,0.400000,50,27732,44545,24864.370722,24867.595662,2867.629278,19677.404338
201,0.402000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
202,0.404000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
203,0.406000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
204,0.408000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
205,0.410000,50,27732,44545,24864.370722,24867.595662,2867.629278,19677.404338
206,0.412000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
207,0.414000,50,1,27476,24864.370722,24867.595662,-24863.370722,2608.404338
208,0.416000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
209,0.418000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
210,0.420000,50,27476,44545,24864.370722,24867.595662,2611.629278,19677.404338
211,0.422000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
212,0.424000,50,1,27476,24864.370722,24867.595662,-24863.370722,2608.404338
213,0.426000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
214,0.428000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
215,0.430000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
216,0.432000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
217,0.434000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
218,0.436000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
219,0.438000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
220,0.440000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
221,0.442000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
222,0.444000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
223,0.446000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
224,0.448000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
225,0.450000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
226,0.452000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
227,0.454000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
228,0.456000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
229,0.458000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
230,0.460000,50,26964,44545,24864.370722,24867.595662,2099.629278,19677.404338
231,0.462000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
232,0.464000,50,1,26964,24864.370722,24867.595662,-24863.370722,2096.404338
233,0.466000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
234,0.468000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
235,0.470000,50,26964,44545,24864.370722,24867.595662,2099.629278,19677.404338
236,0.472000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
237,0.474000,50,1,26964,24864.370722,24867.595662,-24863.370722,2096.404338
238,0.476000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
239,0.478000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
240,0.480000,50,27220,44289,24864.370722,24867.595662,2355.629278,19421.404338
241,0.482000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
242,0.484000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
243,0.486000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
244,0.488000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
245,0.490000,50,27220,44289,24864.370722,24867.595662,2355.629278,19421.404338
246,0.492000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
247,0.494000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
248,0.496000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
249,0.498000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
250,0.500000,50,27220,44289,24864.370722,24867.595662,2355.629278,19421.404338
251,0.502000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
252,0.504000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
253,0.506000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
254,0.508000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
255,0.510000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
256,0.512000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
257,0.514000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
258,0.516000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
259,0.518000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
260,0.520000,50,27220,44801,24864.370722,24867.595662,2355.629278,19933.404338
261,0.522000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
262,0.524000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
263,0.526000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
264,0.528000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
265,0.530000,50,27220,44801,24864.370722,24867.595662,2355.629278,19933.404338
266,0.532000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
267,0.534000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
268,0.536000,50,44801,1,24864.370722,24867.595662,19936.629278,-24866.595662
269,0.538000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
270,0.540000,50,27220,44801,24864.370722,24867.595662,2355.629278,19933.404338
271,0.542000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
272,0.544000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
273,0.546000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
274,0.548000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
275,0.550000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
276,0.552000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
277,0.554000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
278,0.556000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
279,0.558000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
280,0.560000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
281,0.562000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
282,0.564000,50,1,27220,24864.370722,24867.595662,-24863.370722,2352.404338
283,0.566000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
284,0.568000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
285,0.570000,50,27220,44545,24864.370722,24867.595662,2355.629278,19677.404338
286,0.572000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
287,0.574000,50,1,27476,24864.370722,24867.595662,-24863.370722,2608.404338
288,0.576000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
289,0.578000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
290,0.580000,50,27476,44545,24864.370722,24867.595662,2611.629278,19677.404338
291,0.582000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
292,0.584000,50,1,27476,24864.370722,24867.595662,-24863.370722,2608.404338
293,0.586000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
294,0.588000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
295,0.590000,50,27476,44545,24864.370722,24867.595662,2611.629278,19677.404338
296,0.592000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
297,0.594000,50,1,27476,24864.370722,24867.595662,-24863.370722,2608.404338
298,0.596000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
299,0.598000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
300,0.600000,50,27732,44545,24864.370722,24867.595662,2867.629278,19677.404338
301,0.602000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
302,0.604000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
303,0.606000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
304,0.608000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
305,0.610000,50,27732,44289,24864.370722,24867.595662,2867.629278,19421.404338
306,0.612000,50,1,51968,24864.370722,24867.595662,-24863.370722,27100.404338
307,0.614000,50,1,27732,24864.370722,24867.595662,-24863.370722,2864.404338
308,0.616000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
309,0.618000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
310,0.620000,50,27732,44545,24864.370722,24867.595662,2867.629278,19677.404338
311,0.622000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
312,0.624000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
313,0.626000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
314,0.628000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
315,0.630000,50,27988,44545,24864.370722,24867.595662,3123.629278,19677.404338
316,0.632000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
317,0.634000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
318,0.636000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
319,0.638000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
320,0.640000,50,27988,44545,24864.370722,24867.595662,3123.629278,19677.404338
321,0.642000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
322,0.644000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
323,0.646000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
324,0.648000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
325,0.650000,50,27988,44545,24864.370722,24867.595662,3123.629278,19677.404338
326,0.652000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
327,0.654000,50,1,27988,24864.370722,24867.595662,-24863.370722,3120.404338
328,0.656000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
329,0.658000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
330,0.660000,50,27988,44289,24864.370722,24867.595662,3123.629278,19421.404338
331,0.662000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
332,0.664000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
333,0.666000,50,44289,1,24864.370722,24867.595662,19424.629278,-24866.595662
334,0.668000,50,51968,1,24864.370722,24867.595662,27103.629278,-24866.595662
335,0.670000,50,28244,44545,24864.370722,24867.595662,3379.629278,19677.404338
336,0.672000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
337,0.674000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
338,0.676000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
339,0.678000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
340,0.680000,50,28244,44545,24864.370722,24867.595662,3379.629278,19677.404338
341,0.682000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
342,0.684000,50,1,28244,24864.370722,24867.595662,-24863.370722,3376.404338
343,0.686000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
344,0.688000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
345,0.690000,50,28500,44545,24864.370722,24867.595662,3635.629278,19677.404338
346,0.692000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
347,0.694000,50,1,28500,24864.370722,24867.595662,-24863.370722,3632.404338
348,0.696000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
349,0.698000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
350,0.700000,50,28500,44545,24864.370722,24867.595662,3635.629278,19677.404338
351,0.702000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
352,0.704000,50,1,28500,24864.370722,24867.595662,-24863.370722,3632.404338
353,0.706000,50,44545,1,24864.370722,24867.595662,19680.629278,-24866.595662
354,0.708000,50,51712,1,24864.370722,24867.595662,26847.629278,-24866.595662
355,0.710000,50,28756,44545,24864.370722,24867.595662,3891.629278,19677.404338
356,0.712000,50,1,51712,24864.370722,24867.595662,-24863.370722,26844.404338
